smiles,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53
O=C1NCN(c2ccccc2)C12CCN(CCCOc1ccc(F)cc1)CC2,0,0,0,,,0,0,1,0,0,1,0
NC(=S)NNC(N)=S,0,0,0,0,0,0,0,0,0,0,0,0
NC(=S)C(N)=S,0,0,0,0,0,0,0,,0,0,0,0
CC1CN1P(=O)(N1CC1C)N1CC1C,0,0,0,0,0,0,,0,0,0,0,0
O=C(Oc1ccccc1)Oc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
C[Hg]Cl,0,0,0,,0,,1,,1,1,,1
S=c1[nH]cnc2[nH]cnc12,0,0,1,,0,0,,1,0,0,0,1
[Hg+2],0,1,1,,,1,1,,,1,,1
CCCCCCCCCCCCNC(=N)N,0,0,0,0,0,0,0,,0,0,,0
CN(C)CCN(Cc1cccs1)c1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0
COc1nn(CSP(=S)(OC)OC)c(=O)s1,0,0,0,0,0,0,0,0,0,,0,0
NC1=NCC2c3ccccc3Cc3ccccc3N12,0,0,0,0,0,0,0,0,0,0,0,
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C,0,0,0,0,0,0,0,0,0,0,0,0
O=C([O-])CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)COc1cccc(Cl)c1,0,0,0,0,0,0,0,,0,,,0
O=C(O)Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,0,0,0,0,0,0,1,0,0,0,0,0
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc(C=CC(=O)OCCC(C)C)cc1,0,0,,,,0,0,,,,0,0
O=C(NC1CCN(CCc2c[nH]c3ccccc23)CC1)c1ccccc1,0,0,,0,0,0,0,0,0,0,0,0
CCn1cc[n+](C)c1C.O=S(=O)([O-])C(F)(F)F,0,0,0,0,1,0,0,0,0,0,0,0
Clc1ccc2cc3ccccc3cc2c1,0,,1,,,,,0,0,,,1
CCCCn1cc[n+](C)c1.F[B-](F)(F)F,0,0,0,0,0,0,0,1,0,0,0,0
F/C(COc1ccc2c(c1)[nH]c1ccccc12)=C1/CN2CCC1CC2,0,0,1,,0,0,,,0,,,0
CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1,0,0,0,0,0,0,0,,0,,0,0
CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,0,0,0,,0,0,,,0,1,,0
CCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0,0,0,0,0,0,0,0,0,0,,0
Brc1c2ccccc2cc2ccccc12,0,,0,,1,,1,,0,,,1
CCO/C=C1\N=C(c2ccccc2)OC1=O,0,0,,0,0,0,0,0,0,0,0,0
CNc1cc(OC)c(C(=O)N[C@H]2CCN(Cc3ccccc3)[C@H]2C)cc1Cl,0,0,0,0,0,0,0,,0,,0,0
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,0,0,0,0,0,0,0,0,0,0,0,0
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,0,0,0,0,0,0,0,0,0,0,,0
Cc1cc(C)cc(C(=O)OC2C[C@@H]3CC[C@H](C2)N3C)c1,0,0,0,0,0,0,0,,0,,0,0
CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0
COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,0,0,1,,0,0,0,1,0,0,,
CNC(=O)/C=C(\C)OP(=O)(OC)OC,0,0,0,0,0,0,0,0,0,0,0,0
Cc1occc1SSc1ccoc1C,0,,0,,0,0,0,,0,1,0,1
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,0,0,0,0,,0,,,0,1,1,0
CC=CC(=O)CC,0,0,0,0,0,0,0,0,0,0,0,0
CC1OCCC1=O,0,0,0,0,0,0,0,0,0,0,0,0
CC1CCCC(=O)C1=O,0,0,0,0,0,0,0,0,0,0,0,0
CC1=C(O)C(=O)OC1C,0,0,0,0,0,0,0,,0,0,0,0
CCCCCc1ccco1,0,0,0,,0,0,,,0,,1,
c1cnc2c(n1)CCCC2,0,0,0,0,0,0,0,0,0,0,0,0
CCCCc1ccc2cccc(S(=O)(=O)[O-])c2c1,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc(S(=O)(=O)[O-])ccc1/N=N/c1c(O)ccc2ccccc12,0,0,1,,0,0,0,,0,0,,0
Cc1ccc(N=Nc2c(O)ccc(N=Nc3ccc(S(=O)(=O)[O-])cc3)c2O)c(C)c1,0,0,1,0,0,0,0,0,0,0,,0
Nc1cnn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,0,0,0,0,0,0,,0,0,0,,1
CCNc1nc(Cl)nc(NC(C)(C)C)n1,0,0,,,1,1,0,0,0,0,,0
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0
Oc1c(Cl)cc(Cl)c2cccnc12,0,,1,,,,0,,1,1,1,1
NC(=O)OCC(O)COc1ccc(Cl)cc1,0,0,,0,0,0,0,,0,,0,0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,0,0,0,0,,0,,,0,0,,1
CCCCCCCCCCCCCCn1cc[n+](C)c1,0,,0,1,,,,1,0,,1,
O=[Cr](=O)([O-])O[Cr](=O)(=O)[O-],0,,0,,0,0,,1,0,0,,1
O=P(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,0
CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccccc2)cc1,0,0,0,0,0,0,,1,0,0,0,0
CC(C)COC(=O)COc1cc(Cl)c(Cl)cc1Cl,0,0,0,0,0,0,0,,0,0,,0
O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1,1,0,1,,0,0,,1,1,,1,1
CN(C)CCOC(c1ccccc1)c1ccccc1,0,0,0,0,0,1,0,0,0,0,0,0
COC(=O)c1ccc(C)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,0,0,0,0,0,0,,,0,,,0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,0,0,0,0,0,,0,0,0,0,0,
CC(=O)C=Cc1ccccc1,0,0,0,0,1,0,0,0,0,0,0,0
Cc1c[nH]c(=S)[nH]c1=O,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1C/C=C\CCCC(=O)O,0,,0,0,,,0,0,0,0,0,0
CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O,0,0,0,0,1,,0,,0,,0,0
CC12CCC(CC1)C(C)(C)O2,0,0,1,0,0,0,0,0,0,0,0,0
C=COCC1CCC(CO)CC1,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)/C=C/C1=C(C)CCCC1(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)NC1CCSC1=O,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,0,,0,0,,,,0,0,,1,
CC1COc2ccccc2N1C(=O)C(Cl)Cl,0,0,1,,0,,,1,1,0,0,1
CC(N)CN,0,0,0,,0,0,0,0,0,0,0,0
CCC(C)O,0,0,0,0,,0,0,0,0,0,0,0
CCCCC(CC)CNC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NCC(CC)CCCC,0,,,,,,,,,,,
CC(O)CN,0,0,0,0,0,0,0,0,0,0,0,0
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,0,0,,0,,0,0,0,0,0,0,0
O=c1oc2cc(O)ccc2s1,0,0,0,0,0,0,0,,0,,0,0
C=CCc1ccc(O)c(OC)c1,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)[C@@H](N)CCCN/C(N)=N/[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
CC1(S(=O)(=O)[O-])CC(=O)c2ccccc2C1=O,0,0,1,,,,,,0,,,1
Cc1nnc2n1-c1sc(CCC(=O)N3CCOCC3)cc1C(c1ccccc1Cl)=NC2,0,0,0,0,0,0,0,0,0,0,,0
C[C@H](N[C@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CCC(C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@H](NC(C)=O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0,0,0,,,0,,,0,,1,
COc1c(Br)cc(Br)c(C)c1Br,0,0,0,0,0,0,0,0,0,0,,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1,0,1,,1,0,0,,0,,0,0
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0,0,0,0,0,0,0,0,0,0,0,0
O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21,0,0,0,0,1,0,0,,0,,0,0
CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](O)OC(C)=O.CC(=O)O[Cr](OC(C)=O)OC(C)=O,0,0,0,0,0,0,0,,0,0,0,0
CO[C@H]1CC(O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)[O-])[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC,0,0,0,0,,0,0,,0,0,,1
C=CC(=O)OCCn1c(=O)n(CCOC(=O)C=C)c(=O)n(CCOC(=O)C=C)c1=O,0,1,0,,,1,1,,1,,0,
C=C(C)C(=O)OCCNC(C)(C)C,0,0,0,0,0,0,0,0,0,0,0,0
NS(=O)(=O)c1ccccc1OC(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0
O=C=NCC1CCCC(CN=C=O)C1,0,0,0,0,0,0,0,0,0,0,0,0
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccccc12,0,0,,,0,0,0,,0,,,0
Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1,,,,,,,,,,0,,
O=C(O)c1ccccc1O.Oc1cccc2cccnc12,0,0,0,,1,1,,0,0,0,,
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,1,,0,0,1,1,0,,0,,0,0
O=C(O)[C@@H](S)[C@H](S)C(=O)O,0,0,0,0,,0,,1,0,0,0,
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0,0,,0,0,,,,0,,
Cc1ncc(CO)c(CN)c1O,,,,,,,,0,,0,,
NS(=O)(=O)c1ccc(C(=O)O)cc1,0,0,0,0,0,0,0,0,0,0,0,0
O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0,0,0,0,0,0,0,,0,0,,1
C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H]([C@@H]2CCNC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O,,,,,,,,0,,0,,
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,0,0,0,0,0,0,0,0,0,0,,0
Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.Cc1cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c(C)n1-c1ccccc1.O=C([O-])c1cc2ccccc2c(Cc2c(O)c(C(=O)[O-])cc3ccccc23)c1O,0,0,,,,0,0,,0,,1,1
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,0,0,0,0,0,0,0,0,0,0,1,0
CN(C)C(=O)Oc1ccc[n+](C)c1,1,0,0,0,1,0,0,0,0,0,0,0
Cc1ncc(CO)c(CO)c1O,0,0,0,0,0,0,0,0,0,0,0,0
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,0,0,0,0,0,0,0,0,0,0,,0
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,0,0,1,0,1,1,0,0,0,0,,0
Brc1cc2ccccc2c2ccccc12,0,0,,0,0,0,0,0,0,0,,0
CC(C)(N)CO,0,0,,0,0,0,0,0,0,0,0,0
CC(C)(CO)CO,0,0,0,0,0,1,0,0,0,0,0,0
O=S1(=O)CCCC1,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])C(CO)(CO)CO,0,0,0,0,0,0,0,1,0,0,0,0
OCC(CO)(CO)COCC(CO)(CO)CO,0,0,0,0,0,0,0,0,0,0,,0
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
NC(CO)(CO)CO,0,0,0,0,0,0,0,0,0,0,0,0
O=C(Cl)c1cc(C(=O)Cl)cc(C(=O)Cl)c1,0,0,,,0,0,0,,0,1,0,1
CO[Si](CCCS)(OC)OC,0,0,,0,0,0,0,0,0,0,0,0
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,0,0,0,0,0,0,0,0,0,0,0,0
O=C(O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,0,0,0,0,0,0,0,0,0,0,0,0
C[N+](C)=CCl,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0
O=S1(=O)OC(c2ccc([O-])cc2)(c2ccc(O)cc2)c2ccccc21,0,0,0,,0,0,0,0,0,0,,0
O=CN1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)CCC(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
NCc1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCn1sc(Cl)c(Cl)c1=O,0,,0,,,0,0,,0,1,,1
Cc1cc(O)cc(C)c1Cl,0,0,0,0,0,0,0,0,0,0,1,0
O=[Zr](Cl)Cl,0,0,0,0,0,0,0,,0,0,0,0
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,0,0,0,,,0,,,,0,,
c1ccc2cnncc2c1,0,0,0,0,0,0,0,0,0,0,0,0
COC(=O)c1ccc(CBr)cc1,0,0,1,,1,0,0,0,1,0,0,0
CN1CCc2cc(Cl)c(O)cc2[C@H]2c3ccccc3CC[C@@H]21,0,0,0,0,0,0,0,0,0,0,,0
O=P(O)(OCc1ccccc1)OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
S=C=NCc1ccccc1,0,0,,0,0,0,,,0,1,1,1
Oc1ccc(Cl)cc1Cc1ccccc1,0,0,0,,0,0,0,1,0,0,1,0
ClCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)C(=N)NC(=N)N,0,0,0,,0,0,0,0,0,0,0,0
CCCC[Sn](CCCC)(OC(C)=O)OC(C)=O,0,,,,,0,,1,,,1,1
C[NH+](C)CCC(c1ccccc1)c1cccc[nH+]1,0,0,0,0,1,0,0,0,0,0,0,0
CCOc1ccc(N)cc1,0,0,1,1,0,0,0,,0,0,0,0
CC(C)=CCC[C@H](C)CCO,0,0,0,0,0,0,0,0,0,0,0,0
CCOc1cccc(N)c1,0,0,,0,0,0,0,0,0,0,0,0
Nc1ccccc1C(=O)OCCc1ccccc1,1,0,1,,1,0,0,0,1,0,,0
CC(C)CC(O)CC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
C=C(C)C(=O)OCCOP(=O)(O)OCCOC(=O)C(=C)C,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)OS(C)(=O)=O,,0,0,0,0,0,0,0,0,0,,0
c1ccc2c(c1)OCC(CN1CCCCC1)O2,0,0,0,0,0,0,0,,0,,0,0
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,0,0,0,0,0,0,0,,0,,0,0
C=C(C)OC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,0,0,0,0,0,0,0,,0,,0,0
NC(=O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0,0,0,0,0,0,0,,0,,0,0
O=C1CC[C@@H](C(=O)O)N1,0,0,0,0,0,0,0,0,0,0,0,0
CN1C(=S)CN=C(c2ccccc2)c2cc(Cl)ccc21,0,0,0,,,0,0,0,,0,,0
CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,0,0,,0,0,0,0,,0,0,0,0
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,0,0,0,0,,,,,0,,,0
CCOc1cc(NC(C)=O)ccc1C(=O)OC,0,0,,0,0,0,0,0,0,0,0,0
CC(O)C#CC(C)O,0,,0,,0,0,1,,,,,0
COc1ccc(N)cc1N,0,0,1,,0,,0,1,0,1,1,1
CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NC(=O)C(=O)C(=O)N1,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O,0,0,0,,,,,1,,,1,
OCCCC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc2c3c(c1)C(c1ccccc1)=N[C@@H](NC(=O)c1ccncc1)C(=O)N3CC2,0,0,0,0,0,0,1,,0,0,0,0
CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2,0,0,0,0,0,0,,,0,0,1,0
O=S(=O)([O-])c1ccc2c(/N=N\c3ccc(S(=O)(=O)[O-])c4ccccc34)c(O)c(S(=O)(=O)[O-])cc2c1,0,0,0,0,0,0,0,0,0,0,0,0
O=C=Nc1ccc(Cl)cc1,0,0,,,,0,0,,,0,1,0
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
CO[C@H]1[C@H]([C@@]2(C)O[C@@H]2CC=C(C)C)[C@]2(CC[C@H]1OC(=O)/C=C/C=C/C=C/C=C/C(=O)O)CO2,0,0,0,1,0,0,0,1,0,0,0,0
C1CCC2(CCCCO2)OC1,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC(CC)COC(=O)c1ccccc1O,,,,,,,,0,,0,,
C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H]2O)[C@@H](N)C[C@@H]1NC(=N)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CN(C)CCCN1c2ccccc2CCc2ccccc21,0,0,0,0,,0,,,0,0,,0
CCCCOCCO,0,0,0,0,0,0,0,0,0,0,0,0
[O-][n+]1ccccc1[S-],0,1,0,,,0,1,,1,1,1,
CCCN(CCC)C(=O)SCC,0,0,0,0,0,0,0,0,0,0,0,0
O=S(=O)([O-])c1cccc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)C1=CC2=CC[C@H]3[C@](C)(C(=O)[O-])CCC[C@]3(C)[C@H]2CC1,0,0,1,0,0,0,,,0,0,,
CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1,0,1,1,,,,0,0,1,0,1,1
N#CCCC#N,0,0,0,0,0,0,0,0,0,0,0,0
Cc1ncc([N+](=O)[O-])n1CCO,0,0,0,0,0,0,0,0,0,0,0,0
Nc1c(CC(=O)[O-])cccc1C(=O)c1ccccc1,0,,0,0,1,0,1,,0,,0,0
C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,1,0,0,0,1,0,0,0,0,0,0,0
CC(Cl)(Cl)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](NC(=N)N)[C@H](O)[C@@H](NC(=N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,,0,,0,0
O=C(CCl)CCl,0,,0,,0,1,1,,1,0,,1
CC(=O)C(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)(c1ccccc1)c1ccc(O)cc1,0,0,0,,1,1,0,1,0,0,1,
Cc1cc(O)c2c(O)c3c(O)cccc3cc2c1,0,0,1,0,0,0,1,1,0,0,1,0
CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1,0,0,0,,0,0,,,0,,0,0
Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,0,0,0,0,1,1,0,0,0,0,0,0
C=Cc1ccc(S(=O)(=O)[O-])cc1,0,0,0,0,0,0,,1,0,0,,0
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,1,0,0,0,1,1,,,0,,0,1
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.CC(=O)OC(C)C(=O)OCC[N+](C)(C)C.O=S(=O)([O-])c1cccc2c(S(=O)(=O)[O-])cccc12,0,0,0,0,1,0,0,,0,,0,0
CC(=O)CC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1,0,0,0,,0,0,0,0,0,0,0,0
CCO[Si](C)(CCCOCC1CO1)OCC,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl,0,0,0,,,,,,,,,
CCCCOCCOCCOCCO,0,0,0,0,0,0,0,0,0,1,0,0
CCCCCCCC/C=C/C(=O)[O-].CCCCCCCC/C=C/C(=O)[O-],,,,,,,,0,,0,,
Nc1cc(C(F)(F)F)ccc1S,,,,,,,,,,1,,
Cc1cccc(Cc2c[nH]cn2)c1C,0,,,,0,0,0,0,0,,0,0
CCOC(=O)CC(=O)OCC,0,0,,0,0,0,0,0,0,0,0,0
COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,0,0,0,0,0,0,0,,0,,0,0
COC(=O)C1=C(C)NC(COC(N)=O)=C(C(=O)OC(C)C)C1c1cccc(Cl)c1Cl,0,1,,,0,,1,1,0,1,,1
CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
CCOC(=O)Cn1cccc1-c1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)s1,0,0,0,0,0,0,0,1,0,,0,
O=C(CCCN1CCN(c2ccc(F)cc2)CC1)NC1c2ccccc2CSc2ccccc21,0,0,0,,0,0,,,0,0,,0
CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1,0,0,0,0,0,0,0,1,0,0,0,0
CC(NN)c1ccccc1,0,0,,0,,0,0,0,0,0,0,0
O=Cc1ccc(Cl)cc1,,,0,,0,0,0,0,0,0,,0
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,0,0,0,0,0,0,0,0,0,0,0,0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,0,,0,,,0,,,,,1,1
CCN(CC)C(C)C(=O)c1ccccc1,0,0,,0,0,0,0,0,0,0,0,0
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,0,0,0,0,0,0,0,,0,0,0,0
Cc1cccc(C(=O)O)c1[N+](=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1.O=S(=O)(O)CCS(=O)(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
Clc1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0
CCC(=O)/C=C/C1C(C)=CCCC1(C)C,0,0,0,0,0,0,0,0,0,0,0,0
